event_type,x,y,x2,y2,team,opponent,match_id,phase,player,receiver,outcome,shot_result,body_part,minute,second,period,shirt_number,sequence_id
duel,94.26739884198474,40.65231959889508,100.0,29.917700005302944,Al Ahly,Rivals FC,M1,progression,Kahraba,Zizo,successful,,right foot,50,25,1,20,S1
pass,43.02932652229167,1.929939270343195,51.47262426527291,0.0,Al Ahly,Rivals FC,M2,build-up,,,successful,,right foot,65,16,2,22,S3
pass,73.65360939449755,14.430133272739887,91.39651726365017,21.351825899060046,Al Ahly,Rivals FC,M3,final-third,,Salah,successful,,left foot,26,1,2,16,
pass,96.03314209179665,42.854539904043854,100.0,35.26683177521314,Zamalek,Rivals FC,M1,build-up,Salah,Salah,successful,,head,2,43,2,13,
pass,4.084536764201296,15.938257885306928,6.2852019445670955,33.35731475777983,Al Ahly,Rivals FC,M1,progression,Salah,Salah,unsuccessful,,right foot,9,23,2,28,
dribble,25.24660549523754,54.88735006558816,17.752562985182966,64.44750123073061,Zamalek,Rivals FC,M3,progression,Zizo,Zizo,successful,,right foot,10,45,2,29,S2
duel,35.79570094594916,12.152651663353565,29.49484871181126,15.655738374783,Zamalek,Rivals FC,M1,final-third,Salah,Zizo,successful,,head,27,44,1,22,
pass,57.391536116756136,77.29632194933754,64.58684714675626,80.01661517810577,Al Ahly,Rivals FC,M2,final-third,Marwan,Zizo,successful,,head,41,21,2,8,S1
pass,45.52128138986592,83.51608537503843,60.339826976799536,90.33381367201491,Al Ahly,Rivals FC,M2,build-up,,Zizo,unsuccessful,,head,77,58,2,10,S2
recovery,94.2529657459734,82.86408243430417,87.40251624439236,93.30971967380754,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,successful,,head,65,33,2,9,
tackle,19.080365814237176,75.84357770195811,22.944778575205888,76.28080110425903,Al Ahly,Rivals FC,M2,progression,Dieng,Salah,unsuccessful,,head,58,29,2,5,S2
pass,30.58754369056048,60.22893447955803,57.290363082418565,63.60214093415048,Al Ahly,Rivals FC,M2,final-third,Kahraba,Zizo,unsuccessful,,right foot,58,9,1,27,
pass,7.678382450916754,86.62280682777802,0.6187358262721183,96.36714721967418,Zamalek,Rivals FC,M3,progression,Zizo,Salah,successful,,right foot,28,0,2,22,S2
duel,17.75234842269565,11.835256158582752,33.57547298722821,11.2779982468834,Al Ahly,Rivals FC,M3,final-third,Marwan,,successful,,right foot,59,41,2,17,S3
carry,59.516478035162024,4.585945428781146,74.20623714260309,16.86870021395991,Zamalek,Rivals FC,M2,progression,,Zizo,successful,,right foot,52,40,1,8,S1
carry,5.184367885835606,33.513097552047356,24.286835109189866,32.12530058559217,Zamalek,Rivals FC,M1,build-up,,Salah,successful,,right foot,8,4,2,24,
dribble,94.13715629082753,97.26573492992264,90.31683494565517,88.29111462458083,Al Ahly,Rivals FC,M1,progression,Salah,Salah,successful,,left foot,28,42,2,2,S1
recovery,75.94273374681764,46.667251650757926,90.44857971223283,49.1835985604623,Al Ahly,Rivals FC,M2,build-up,Dieng,,successful,,head,51,28,2,8,S1
pass,8.545427232754877,55.85906741627588,5.514910814974185,75.99524398389394,Zamalek,Rivals FC,M3,final-third,,Marwan,unsuccessful,,right foot,37,28,1,13,S1
tackle,78.95252627542997,26.013028043552854,100.0,44.25273145380629,Al Ahly,Rivals FC,M2,final-third,Salah,Salah,successful,,left foot,91,44,2,18,S2
tackle,12.260741660844953,55.664517454086784,14.549496332160425,36.67870560795186,Al Ahly,Rivals FC,M1,progression,Zizo,Zizo,successful,,head,23,51,1,18,
pass,51.69624493197511,76.37682025592018,66.59508364135893,80.27974119328323,Al Ahly,Rivals FC,M3,progression,,Marwan,unsuccessful,,head,84,15,2,5,
carry,21.439025116032873,56.68583736751527,24.365948414955334,50.92284064963048,Zamalek,Rivals FC,M3,progression,Kahraba,Zizo,unsuccessful,,left foot,0,19,2,14,S3
pass,17.24767823800445,4.186796321141206,29.68001009400261,0.44637762988629204,Al Ahly,Rivals FC,M1,final-third,Salah,,successful,,left foot,34,59,1,5,
cross,53.28690782712907,35.708693061023965,48.74762567645698,31.72004519559676,Al Ahly,Rivals FC,M3,final-third,Salah,Zizo,successful,,right foot,40,49,1,24,
pass,88.42571952196899,39.65642879005544,100.0,37.02385181994861,Zamalek,Rivals FC,M3,final-third,Marwan,Zizo,successful,,head,40,24,1,9,
carry,8.401188067097154,11.81824600943412,25.529142428282817,5.629689680678386,Al Ahly,Rivals FC,M3,progression,Zizo,Zizo,successful,,right foot,63,31,2,20,S1
clearance,20.80751004056206,3.70707838086457,31.706621623710575,0.46915158870377294,Al Ahly,Rivals FC,M2,progression,Marwan,,successful,,right foot,57,59,1,25,S3
carry,48.54330914022471,70.35507601107757,75.93539833462671,73.10494165744099,Al Ahly,Rivals FC,M3,build-up,Zizo,Zizo,successful,,head,43,34,2,29,S2
recovery,95.54624999157227,1.3506623118604733,100.0,0.0,Zamalek,Rivals FC,M1,progression,Marwan,Salah,successful,,left foot,68,38,2,13,
pass,36.279472482399285,28.69628040843012,55.25338574249824,13.915584561419715,Al Ahly,Rivals FC,M3,progression,Kahraba,Zizo,successful,,right foot,50,13,2,25,S3
clearance,86.98237611788643,61.12996831998543,100.0,47.71227461969354,Zamalek,Rivals FC,M3,progression,Salah,,successful,,right foot,79,43,2,11,
pass,54.162752362843925,78.91874540779672,84.19868139562344,65.32340671669348,Al Ahly,Rivals FC,M3,progression,Kahraba,Marwan,successful,,head,15,24,1,16,S1
pass,45.210196753274914,26.81038454281246,49.558703357613396,33.96879618502156,Zamalek,Rivals FC,M2,final-third,Zizo,Salah,unsuccessful,,left foot,9,38,2,12,S2
duel,76.2887196045869,7.439397081095523,84.5659485438846,0.0,Al Ahly,Rivals FC,M1,build-up,Dieng,Zizo,successful,,right foot,91,15,1,19,S3
pass,19.54522655669112,92.11274718564228,28.351214516459294,91.15056452481747,Zamalek,Rivals FC,M1,progression,Kahraba,,successful,,right foot,79,45,1,18,S2
pass,52.679556983824895,67.08876004448663,69.98730195591261,67.84776911942154,Zamalek,Rivals FC,M1,build-up,Zizo,,successful,,left foot,59,32,1,24,S3
pass,3.408482318114947,76.24081890906876,17.11312779645484,84.82495472051812,Al Ahly,Rivals FC,M3,build-up,Zizo,Zizo,successful,,left foot,53,3,2,7,
recovery,52.39651236957984,67.41586754024333,71.93512114343048,67.74245421689741,Zamalek,Rivals FC,M2,build-up,Kahraba,Zizo,unsuccessful,,head,54,1,2,22,
pass,99.61907252715226,70.17425074893107,100.0,82.83868480919023,Al Ahly,Rivals FC,M1,build-up,Salah,,unsuccessful,,right foot,51,47,2,11,
pass,7.110407481674452,7.195983216733481,12.965897354162113,6.486544449322501,Al Ahly,Rivals FC,M3,final-third,Zizo,Salah,successful,,head,23,2,2,9,S3
tackle,9.907944178172901,12.835378204225655,20.378917394110054,15.821564609465138,Zamalek,Rivals FC,M3,progression,Marwan,,unsuccessful,,left foot,64,52,2,13,
recovery,57.296986817218134,88.82729415190106,72.85496848640605,97.941188082013,Al Ahly,Rivals FC,M3,progression,Zizo,Marwan,successful,,head,54,13,1,27,
pass,93.19818734749164,29.787260879179456,81.10844880283403,12.264370837132326,Al Ahly,Rivals FC,M3,progression,Salah,Zizo,successful,,left foot,10,8,2,26,S3
pass,55.63906514014986,61.53904188064351,80.91395329567504,66.20557244828265,Zamalek,Rivals FC,M2,progression,,Zizo,successful,,head,65,1,2,28,
interception,96.19026726518346,71.05483044895085,100.0,89.19512571644108,Al Ahly,Rivals FC,M2,progression,,Marwan,successful,,head,12,46,2,9,S2
recovery,31.871926210117497,51.842352051800624,39.454662205060494,53.17866485907831,Zamalek,Rivals FC,M1,progression,Zizo,Marwan,successful,,left foot,65,54,2,16,S1
shot,95.14314552232482,6.116351730877212,100.0,3.1949504148033157,Al Ahly,Rivals FC,M3,final-third,Kahraba,Marwan,successful,Off Target,right foot,32,34,2,12,S2
carry,21.202523074880595,57.59767664546622,29.894918062793497,80.4324690566772,Al Ahly,Rivals FC,M3,final-third,Dieng,Salah,successful,,head,15,29,1,15,S1
carry,77.29901048893468,46.981425331844164,73.78516521960125,48.24624072249815,Zamalek,Rivals FC,M1,progression,Dieng,Salah,successful,,left foot,50,37,1,5,S2
block,33.54815381481199,29.49800858119532,42.501658793570115,44.30715539197782,Zamalek,Rivals FC,M3,progression,Zizo,Marwan,unsuccessful,,left foot,71,49,2,3,
carry,83.51016702627201,44.861186389920306,100.0,16.343069173429818,Al Ahly,Rivals FC,M3,final-third,,Marwan,unsuccessful,,left foot,3,7,2,27,S1
pass,3.560511607428818,57.29158586594993,25.543624424190984,58.55186386835176,Al Ahly,Rivals FC,M3,build-up,,Zizo,successful,,right foot,37,24,1,29,S3
pass,31.227826197690668,3.8088717507541947,55.156654057434146,0.0,Al Ahly,Rivals FC,M2,progression,Zizo,,unsuccessful,,right foot,30,40,2,12,S1
cross,92.38947279864624,38.38418718477239,98.15716501833461,42.999289714477214,Zamalek,Rivals FC,M1,build-up,Marwan,Salah,successful,,left foot,7,41,2,16,S2
duel,77.29575685716742,20.388473779956218,86.50170993474015,34.59787778416079,Al Ahly,Rivals FC,M3,final-third,,Salah,successful,,left foot,56,10,1,7,S1
dribble,48.49944838389211,50.198532133976215,70.64907369261545,48.41651874257519,Al Ahly,Rivals FC,M1,progression,,Zizo,successful,,head,74,53,1,12,S2
duel,37.796506276166205,17.647698131444923,64.37112264944085,14.962707734922985,Al Ahly,Rivals FC,M2,progression,Marwan,Marwan,successful,,left foot,13,47,1,5,
pass,94.42599084206836,43.10847499601947,100.0,9.260355638374456,Al Ahly,Rivals FC,M2,final-third,Marwan,,successful,,right foot,45,11,1,6,
pass,19.52232290839,46.34738988883226,21.172416631095523,55.81236038864927,Al Ahly,Rivals FC,M2,final-third,Marwan,Zizo,successful,,head,92,42,2,14,
pass,19.10751684945935,15.994312802304577,10.966262781072103,31.967259053627423,Al Ahly,Rivals FC,M2,final-third,Marwan,Marwan,successful,,right foot,21,22,1,14,S2
pass,6.135988470199427,24.358219344199917,32.168722520700506,26.176540769696647,Al Ahly,Rivals FC,M3,progression,Kahraba,Marwan,successful,,right foot,46,52,1,23,
pass,66.9492168972779,57.21011456364072,63.01481764596831,51.507630722235966,Al Ahly,Rivals FC,M1,build-up,Zizo,Marwan,successful,,head,15,37,2,25,
interception,91.43036329674992,61.93923688894009,100.0,66.34603574728754,Al Ahly,Rivals FC,M2,build-up,Kahraba,Zizo,unsuccessful,,left foot,1,6,2,4,S1
pass,12.96933386072967,92.24794427997743,33.70662085558244,100.0,Al Ahly,Rivals FC,M2,build-up,Salah,Salah,successful,,head,72,32,1,17,S2
pass,76.33558409678952,62.798560418252755,100.0,70.58211417559804,Zamalek,Rivals FC,M1,build-up,,Salah,successful,,right foot,69,7,2,8,S2
duel,76.6598440843983,56.317947716483175,90.31782572293872,81.31096655989204,Zamalek,Rivals FC,M2,progression,,Marwan,successful,,head,84,7,1,7,S2
pass,20.378725712485124,98.14960249818867,30.951285020240576,91.46401856486136,Al Ahly,Rivals FC,M1,build-up,Zizo,Salah,successful,,head,79,36,2,16,
pass,52.05723407679558,97.75913957039863,68.53424538227182,81.47438763592208,Al Ahly,Rivals FC,M3,build-up,Zizo,,successful,,head,56,55,1,25,
block,57.30710901035078,52.067524748414776,74.3289371654229,57.985849535767535,Al Ahly,Rivals FC,M2,progression,Zizo,Marwan,successful,,left foot,25,52,1,27,
clearance,5.61126367922169,48.2492383464095,31.1727588730957,63.522169408355026,Al Ahly,Rivals FC,M1,final-third,,,successful,,head,43,55,2,8,
pass,94.50703491991564,94.37259573934315,100.0,88.9209413861597,Zamalek,Rivals FC,M1,progression,,Salah,unsuccessful,,right foot,22,41,2,16,S3
pass,13.285640671176257,35.976779647762946,17.312932505061337,36.07404337623092,Al Ahly,Rivals FC,M1,build-up,,Zizo,successful,,head,91,28,1,25,S2
carry,14.942866507604247,82.24624594065699,5.190763138438204,74.56159275962689,Al Ahly,Rivals FC,M1,build-up,Zizo,Salah,successful,,left foot,42,1,2,26,S1
cross,70.31834430276336,18.68154278379994,85.25132030186919,3.623333385526447,Al Ahly,Rivals FC,M3,progression,Marwan,,unsuccessful,,head,41,42,1,17,S3
pass,50.06842473215819,17.635645400610034,55.0266479546935,8.83113728057414,Zamalek,Rivals FC,M1,final-third,Marwan,,unsuccessful,,left foot,18,5,1,14,
cross,78.53283593703419,28.99007819590779,100.0,4.186954172927891,Zamalek,Rivals FC,M1,build-up,Salah,Zizo,unsuccessful,,left foot,82,27,2,15,S3
shot,93.86871390605094,50.45269306698474,62.8714302765178,53.72044726687929,Al Ahly,Rivals FC,M1,build-up,Kahraba,Salah,successful,Blocked,head,88,59,2,21,S1
recovery,9.499547641771965,37.07224330700056,23.505241714522597,42.61738723077178,Al Ahly,Rivals FC,M1,final-third,Dieng,,successful,,head,34,42,2,22,S1
pass,45.17738988120612,21.10702198934995,49.614012517215656,31.73707134405061,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,successful,,right foot,35,35,2,14,
shot,80.25912996037543,9.072183862013949,100.0,0.0,Al Ahly,Rivals FC,M3,build-up,Dieng,Marwan,successful,Goal,right foot,46,4,2,17,
pass,30.657641069053167,7.042803878930492,59.76664424537232,0.0,Zamalek,Rivals FC,M1,final-third,Marwan,Zizo,successful,,right foot,34,27,1,8,
pass,18.32217487081055,90.28387706685422,32.03902050107504,70.08084422823693,Zamalek,Rivals FC,M1,progression,Zizo,,successful,,left foot,60,3,2,14,S3
pass,88.6971591489767,79.29024529451719,98.81561109869303,61.7455015966229,Al Ahly,Rivals FC,M1,progression,Kahraba,Salah,successful,,left foot,4,0,2,9,S2
pass,8.475413891924166,78.84770368029777,28.081708782797417,89.46897363490123,Al Ahly,Rivals FC,M1,progression,,Zizo,successful,,head,21,15,2,12,S1
recovery,40.789078042500215,63.43972821207983,44.69199315280327,97.25796672638525,Al Ahly,Rivals FC,M1,progression,Zizo,Salah,successful,,head,40,59,1,11,
pass,99.5121537424567,56.65170847295487,100.0,43.89545004494388,Al Ahly,Rivals FC,M2,build-up,Dieng,Marwan,successful,,right foot,12,23,2,20,S2
carry,86.10516497249505,46.18685098223282,91.5265455472881,41.36132948696024,Zamalek,Rivals FC,M3,final-third,Dieng,Marwan,successful,,left foot,29,15,2,25,
carry,13.250036140515576,68.93431413365845,45.67271031250253,80.03155171523886,Al Ahly,Rivals FC,M1,final-third,Dieng,Marwan,successful,,right foot,44,56,2,15,S1
pass,8.66649874666039,43.03246927237275,24.065849165384893,34.5918734075192,Zamalek,Rivals FC,M1,build-up,Kahraba,,successful,,head,70,18,2,4,S1
pass,48.26772454398145,87.5016548684342,66.74891710343628,94.41687073995587,Al Ahly,Rivals FC,M1,build-up,Kahraba,Zizo,unsuccessful,,left foot,11,44,1,21,S1
pass,68.49605611309397,23.850231732156402,91.99874453901032,20.138173266823813,Al Ahly,Rivals FC,M2,build-up,Zizo,Marwan,unsuccessful,,left foot,19,31,2,28,S2
interception,81.12451564151718,45.875571838707494,91.2005354160467,42.193690348814755,Al Ahly,Rivals FC,M3,build-up,Marwan,Marwan,unsuccessful,,head,48,6,1,28,
pass,19.91631094885118,77.61096345805466,30.312330537847124,88.39929484990562,Zamalek,Rivals FC,M2,final-third,,Salah,successful,,right foot,49,39,2,2,S1
carry,42.613487978591955,57.42824065281091,37.70596200904204,54.29368636438562,Zamalek,Rivals FC,M2,progression,Salah,,successful,,left foot,93,32,1,2,S2
pass,45.22673479581333,75.44449271184205,62.15827317377807,60.142788442767845,Zamalek,Rivals FC,M1,build-up,Marwan,Marwan,successful,,head,29,24,2,25,S2
duel,30.45065120124233,73.87670982632267,45.10724008088999,83.6823831665587,Zamalek,Rivals FC,M1,progression,Marwan,Marwan,successful,,left foot,73,40,2,6,
duel,68.04793313618136,37.722205949222634,75.77457616906057,37.948091093382175,Al Ahly,Rivals FC,M3,build-up,Dieng,Marwan,successful,,head,77,10,2,25,S3
pass,53.89630868345884,42.44651108295167,78.31609773550288,35.720297947124436,Al Ahly,Rivals FC,M3,progression,,Salah,successful,,right foot,20,2,1,2,
carry,41.56666085935665,5.83467503580607,35.076994454968734,0.0,Al Ahly,Rivals FC,M3,build-up,Kahraba,Marwan,successful,,head,93,39,2,26,S3
pass,77.12128803821776,38.53148583293251,93.42971139610023,45.417448020948,Al Ahly,Rivals FC,M2,build-up,Dieng,Salah,successful,,head,17,20,2,29,S2
cross,29.830077489100816,94.54816613640205,27.553343057461582,85.83501687778643,Zamalek,Rivals FC,M3,build-up,Zizo,Salah,successful,,left foot,47,12,1,26,S3
cross,60.22585637764885,6.966221746447232,60.36557208067715,8.34554745205683,Al Ahly,Rivals FC,M3,final-third,Marwan,Salah,successful,,left foot,65,54,2,8,S3
cross,78.17782697541774,92.08386773733056,87.960903265771,100.0,Al Ahly,Rivals FC,M2,final-third,Dieng,,unsuccessful,,right foot,41,1,1,27,S1
clearance,33.93622847891389,86.31773191917908,59.680217259175606,84.94745461402668,Zamalek,Rivals FC,M3,build-up,,Zizo,successful,,left foot,94,28,1,11,S1
tackle,3.1892794854154305,77.68727660817333,2.842097675235382,90.7077899735271,Al Ahly,Rivals FC,M1,final-third,Marwan,Marwan,successful,,head,52,25,1,24,
pass,0.1602158436609491,16.204651499987722,1.7759075961074382,0.0,Zamalek,Rivals FC,M1,build-up,Dieng,,successful,,left foot,61,29,1,24,S2
pass,78.93490537665366,84.35265929817922,78.35364884809091,91.59424653788618,Al Ahly,Rivals FC,M3,final-third,Kahraba,Marwan,successful,,left foot,43,54,2,6,
pass,81.35953910347176,97.7353615254782,100.0,100.0,Zamalek,Rivals FC,M3,final-third,Zizo,Salah,successful,,left foot,78,31,1,9,S2
pass,71.32482183752646,32.61001851980584,88.69169269944415,55.04965630602378,Zamalek,Rivals FC,M1,progression,Salah,Zizo,successful,,left foot,12,49,1,23,
recovery,2.3981263213644244,13.898402060517768,18.551380952657965,14.100299473383528,Zamalek,Rivals FC,M1,progression,Salah,Zizo,unsuccessful,,right foot,87,36,2,3,
shot,89.8183243223085,15.966722943623202,58.993932218582565,26.668797327816225,Zamalek,Rivals FC,M2,progression,Marwan,Salah,successful,Goal,head,30,13,2,24,S2
cross,94.9068162697673,26.496909169562866,100.0,24.54518319505714,Al Ahly,Rivals FC,M3,final-third,Kahraba,,successful,,right foot,6,37,1,15,
pass,55.8592381167593,25.530368544076744,46.028622189857835,12.750198326117392,Zamalek,Rivals FC,M2,final-third,Marwan,,unsuccessful,,left foot,59,45,1,11,S2
recovery,43.00112924663051,7.575313610540624,49.72065523487052,0.0,Zamalek,Rivals FC,M2,progression,Zizo,Zizo,successful,,right foot,89,39,2,7,
dribble,97.132020092741,21.571829302493107,96.68447969027031,13.049486477409875,Zamalek,Rivals FC,M2,progression,,,successful,,left foot,79,29,2,6,
pass,96.87246346024867,36.67238184531537,100.0,45.97367520745163,Zamalek,Rivals FC,M2,final-third,Marwan,Zizo,successful,,right foot,57,55,1,5,S2
recovery,25.039122564934058,75.00095516363636,22.309317466188027,65.61428406553809,Al Ahly,Rivals FC,M2,build-up,Marwan,Marwan,unsuccessful,,head,46,7,2,24,S1
pass,72.13609920784032,99.27594244707204,87.23628034186572,99.74414607213845,Al Ahly,Rivals FC,M3,final-third,Salah,,unsuccessful,,head,48,26,1,3,
pass,81.69579000725552,0.7582035830001166,88.29958429829647,11.532380476247141,Al Ahly,Rivals FC,M3,final-third,Kahraba,Zizo,unsuccessful,,right foot,0,11,2,12,S1
recovery,85.20253471375159,91.28401271550622,92.57310460437921,100.0,Zamalek,Rivals FC,M3,progression,Salah,,successful,,head,61,43,1,16,S3
pass,91.3672419324029,89.5752406601045,100.0,100.0,Al Ahly,Rivals FC,M3,build-up,Kahraba,Marwan,successful,,left foot,79,46,2,14,S2
pass,75.19347446741354,97.81408427174627,85.73902575198902,100.0,Zamalek,Rivals FC,M1,final-third,Zizo,,unsuccessful,,left foot,42,43,1,28,S3
carry,6.803176834252989,50.23740092389186,11.638654263171391,36.61663091116573,Al Ahly,Rivals FC,M2,build-up,Marwan,Marwan,successful,,head,88,59,2,5,S3
duel,30.5772569736261,38.38415098662398,29.685324701716898,32.51191133775896,Al Ahly,Rivals FC,M2,build-up,Kahraba,,unsuccessful,,left foot,68,41,2,23,S2
cross,20.006108422461534,22.05800233614349,25.17590509846119,25.86254728947177,Al Ahly,Rivals FC,M3,build-up,Kahraba,Salah,successful,,right foot,29,50,1,12,
pass,63.672282045494825,29.267019141668648,64.76210042343997,42.64379072626005,Zamalek,Rivals FC,M3,progression,Salah,Zizo,successful,,head,19,39,1,25,S1
pass,54.60190225298294,25.470231155941615,57.10600263946128,31.505089129087825,Zamalek,Rivals FC,M2,final-third,Salah,Salah,unsuccessful,,left foot,63,55,1,12,S3
duel,97.1970614587422,26.319942011982643,100.0,17.1108825083179,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,unsuccessful,,left foot,12,6,1,8,
pass,23.861326114534776,42.24911191330906,34.19078725857109,39.96635650294788,Zamalek,Rivals FC,M2,progression,Marwan,Salah,unsuccessful,,head,94,12,1,27,S2
pass,12.576084431716595,6.711712822457139,29.4546928469248,0.0,Al Ahly,Rivals FC,M1,progression,Kahraba,Zizo,successful,,head,12,51,2,12,S2
pass,3.017864627713962,13.230422472688463,12.452523569199787,22.921190927600748,Al Ahly,Rivals FC,M3,build-up,Salah,Salah,successful,,head,34,26,2,16,S2
pass,19.959993129856414,43.50542576501497,51.8390375373602,22.06405597871985,Al Ahly,Rivals FC,M3,build-up,Dieng,Marwan,successful,,right foot,65,38,1,24,
tackle,89.40987767195884,2.631880357478955,93.71170327809915,5.221043584356423,Zamalek,Rivals FC,M3,build-up,Salah,Marwan,successful,,head,58,46,2,7,S1
pass,61.496994190592744,84.12096054897916,63.002419278799024,97.04468153159307,Al Ahly,Rivals FC,M1,build-up,Dieng,Zizo,successful,,head,81,50,2,12,S1
cross,24.78213338966373,71.55444707063415,47.32123478510928,82.40031727822412,Zamalek,Rivals FC,M1,final-third,Salah,Marwan,successful,,right foot,49,16,1,24,
clearance,57.62577719402503,24.929155830096207,62.17982273814673,5.582612712536978,Al Ahly,Rivals FC,M3,final-third,Marwan,,successful,,right foot,39,27,1,22,S2
duel,64.84941562947141,76.94582962213956,78.02702655534807,79.51500722794628,Zamalek,Rivals FC,M3,build-up,Kahraba,,successful,,head,22,40,2,10,
pass,33.234315955848714,97.4193192676932,55.28733162475885,93.24721583676163,Al Ahly,Rivals FC,M2,build-up,Dieng,Salah,successful,,left foot,87,16,1,28,
shot,94.54108851171956,78.89833654239689,12.76478719104315,75.33555685905797,Zamalek,Rivals FC,M3,build-up,Kahraba,,unsuccessful,Saved,left foot,40,31,1,11,
pass,70.21922783592981,29.134348123857812,78.40441749579654,48.84565485978146,Al Ahly,Rivals FC,M2,progression,Marwan,Zizo,successful,,right foot,78,20,2,27,
carry,58.10416849024087,60.92852154032977,80.04017819910385,64.37591343097066,Al Ahly,Rivals FC,M1,build-up,Kahraba,Marwan,unsuccessful,,head,6,23,1,12,
pass,8.126628557881777,71.73490224183325,23.44899655335179,54.54598394420549,Al Ahly,Rivals FC,M3,final-third,Salah,Marwan,successful,,head,51,23,1,12,S3
interception,50.193704059547585,84.41944392951726,56.532596371393616,71.46317194108246,Al Ahly,Rivals FC,M2,build-up,Dieng,Marwan,successful,,head,7,29,2,24,
interception,14.46539880202673,39.96981049865814,13.874695469527683,48.48925170113999,Al Ahly,Rivals FC,M2,build-up,Zizo,Zizo,successful,,left foot,68,10,1,28,
recovery,41.34830158059762,25.880639171769282,49.26837080545017,28.577480267382143,Al Ahly,Rivals FC,M3,build-up,,,successful,,head,35,33,1,28,S2
pass,73.38205083120066,40.12754349812012,68.0018615381081,26.49872129179689,Zamalek,Rivals FC,M2,progression,Salah,Salah,successful,,head,51,52,2,24,S3
recovery,60.391365319628385,4.357388037559962,63.1673303293562,0.0,Al Ahly,Rivals FC,M2,build-up,,Salah,successful,,head,24,34,2,11,S1
block,33.06610521793218,86.26271797555098,33.520408067596726,79.57493777745354,Al Ahly,Rivals FC,M1,progression,Marwan,Salah,successful,,head,63,19,2,21,S3
pass,76.55958556936805,67.05892726617219,91.45426372715336,61.72936424385017,Al Ahly,Rivals FC,M3,build-up,,,unsuccessful,,left foot,51,58,1,15,S3
carry,25.305049290482263,53.23895787998932,45.06389988077835,62.984322270301334,Al Ahly,Rivals FC,M2,build-up,Zizo,Marwan,successful,,head,10,49,2,20,S3
pass,65.13849397928765,55.37556580265579,70.19407656011643,47.96275957437979,Zamalek,Rivals FC,M3,progression,Dieng,Marwan,successful,,right foot,61,50,2,26,S3
pass,29.27774027363277,96.09235716679123,36.51772336481571,100.0,Al Ahly,Rivals FC,M3,build-up,,,successful,,left foot,53,3,1,25,
duel,63.17782548676239,3.4604782079473595,63.542124821741666,17.890635889032048,Al Ahly,Rivals FC,M1,build-up,,Zizo,successful,,head,34,16,2,23,S2
pass,57.491993253490016,90.97805762505683,54.93327718150353,71.61318869927317,Al Ahly,Rivals FC,M3,build-up,Kahraba,Zizo,unsuccessful,,right foot,27,26,2,15,S1
dribble,60.1957553439528,29.732787470592083,67.4958234680296,22.55602382947654,Zamalek,Rivals FC,M1,build-up,Kahraba,,successful,,right foot,62,38,1,13,S3
pass,84.59332343161785,50.19688547102255,100.0,68.6635608324907,Al Ahly,Rivals FC,M2,build-up,Salah,Marwan,successful,,head,48,54,1,11,
shot,76.42978234444737,44.25877953679045,97.95597802088659,38.72634940384446,Al Ahly,Rivals FC,M2,build-up,Salah,Salah,unsuccessful,Goal,head,19,29,1,8,
duel,97.9901940490464,32.11667453155012,100.0,31.741001534529634,Zamalek,Rivals FC,M1,final-third,,Zizo,unsuccessful,,head,50,53,1,9,
tackle,22.616102219032395,37.73412898541727,31.55611032748926,49.111295818583194,Al Ahly,Rivals FC,M3,progression,Marwan,Marwan,successful,,head,71,56,1,25,
pass,98.42216164484243,57.08258266076358,81.81593565501646,47.72926096685175,Zamalek,Rivals FC,M1,final-third,Zizo,,successful,,left foot,57,21,2,11,S2
pass,66.87510278482212,31.242674949216553,88.29383825653358,26.013604528486333,Al Ahly,Rivals FC,M3,final-third,Dieng,Salah,successful,,right foot,10,16,2,25,S1
pass,14.848222777374186,22.401306430034484,40.36530320083577,2.2723187955262496,Al Ahly,Rivals FC,M1,progression,Zizo,Marwan,successful,,head,72,22,1,9,S3
duel,0.2467283542735732,0.5359127602557745,21.5144152469624,6.891339950697304,Zamalek,Rivals FC,M3,final-third,Zizo,Marwan,successful,,head,66,38,2,26,
recovery,23.900571123532043,32.796786703225436,45.08825711559269,26.606315049091386,Al Ahly,Rivals FC,M1,progression,Zizo,Marwan,successful,,head,84,33,2,5,S2
pass,45.27777248213023,52.15141286971572,68.49227333755975,47.35416729538741,Al Ahly,Rivals FC,M2,build-up,Kahraba,Salah,successful,,left foot,83,9,2,7,S1
pass,63.7934165116938,5.152639986032215,100.0,0.0,Al Ahly,Rivals FC,M3,progression,Salah,Salah,successful,,left foot,16,57,1,27,S1
pass,88.78343878131945,4.939512511376898,100.0,16.15702008942098,Al Ahly,Rivals FC,M3,final-third,Dieng,,successful,,right foot,73,13,1,18,
pass,83.85958054836948,87.86541157052898,100.0,95.76101437780365,Al Ahly,Rivals FC,M2,build-up,,Zizo,successful,,right foot,70,12,2,21,S2
duel,92.02502259385432,0.8615788409817915,100.0,0.0,Al Ahly,Rivals FC,M2,progression,Kahraba,Salah,successful,,head,16,0,2,13,S3
tackle,87.2490878389031,9.19943556075552,100.0,23.449744559842273,Al Ahly,Rivals FC,M3,final-third,Dieng,Zizo,successful,,head,81,26,1,22,
block,87.07275272456624,35.36141052656876,97.64183042052342,5.416550430921859,Al Ahly,Rivals FC,M3,progression,Dieng,Marwan,successful,,right foot,78,8,2,14,S2
